key,item_name,description,plaintext,from_items,purchasable,gold_base,gold_total,gold_sell,tags,map_11,map_12,map_21,map_22,depth,FlatMovementSpeedMod,FlatHPPoolMod,FlatCritChanceMod,FlatMagicDamageMod,FlatMPPoolMod,FlatArmorMod,FlatSpellBlockMod,FlatPhysicalDamageMod,PercentAttackSpeedMod,PercentLifeStealMod,FlatHPRegenMod,PercentMovementSpeedMod
1037,Pickaxe,<mainText><stats><attention>25</attention> Attack Damage</stats></mainText><br>,Moderately increases Attack Damage,,True,875,875,613,Damage,True,True,True,False,,,,,,,,,25.0,,,,
1038,B. F. Sword,<mainText><stats><attention>40</attention> Attack Damage</stats></mainText><br>,Greatly increases Attack Damage,,True,1300,1300,910,Damage,True,True,True,False,,,,,,,,,40.0,,,,
1039,Hailblade,"<mainText><stats></stats>8% Omnivamp vs. Monsters<br><li><passive>Sear:</passive> Damaging Monsters burns them for <magicDamage>(60 + 30% Ability Power + 5% bonus Attack Damage + 2% bonus Health) magic damage</magicDamage> over 5 seconds.<li><passive>Chilling Path:</passive> Smiting 5 times consumes this item upgrade your Smite to <attention>Chilling Smite</attention> and increases its damage to monsters. When smiting champions Chilling Smite deals <truedamage>20 - 156 (based on level)</truedamage> true damage and steals 20% of their Move Speed for 2 seconds.<li><passive>Huntsman:</passive> Killing Large Monsters grants bonus experience.<li><passive>Recoup:</passive> Regen up to 8 - 18 (based on level) mana per second when in the Jungle or River. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules><br><br></mainText><br>",Provides damage against Monsters and Mana Regen in the Jungle,,True,350,350,140,LifeSteal_SpellVamp_Jungle,True,False,True,False,,,,,,,,,,,,,
1040,Obsidian Edge,"<mainText><stats></stats>8% Omnivamp vs. Monsters<br><li><passive>Sear:</passive> Damaging Monsters burns them for <magicDamage>(60 + 30% Ability Power + 5% bonus Attack Damage + 2% bonus Health) magic damage</magicDamage> over 5 seconds.<li><passive>Auto Path:</passive> Smiting 5 times consumes this item upgrade your Attack-Smite, increasing its damage to monsters.<li><passive>Huntsman:</passive> Killing Large Monsters grants bonus experience.<li><passive>Recoup:</passive> Regen up to 8 - 18 (based on level) mana per second when in the Jungle or River. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules></mainText><br>",,,True,350,350,140,LifeSteal_SpellVamp_Jungle,True,False,False,False,,,,,,,,,,,,,
1042,Dagger,<mainText><stats><attention>12%</attention> Attack Speed</stats></mainText><br>,Slightly increases Attack Speed,,True,300,300,210,AttackSpeed,True,True,True,False,,,,,,,,,,0.12,,,
1043,Recurve Bow,<mainText><stats><attention>25%</attention> Attack Speed</stats><br><li><passive>Steeltipped:</passive> Attacks apply <physicalDamage>15 physical damage</physicalDamage> <OnHit>On-Hit</OnHit>.</mainText><br>,Greatly increases Attack Speed,1042_1042,True,400,1000,700,AttackSpeed_OnHit,True,True,True,False,2.0,,,,,,,,,0.25,,,
1052,Amplifying Tome,<mainText><stats><attention>20</attention> Ability Power</stats></mainText><br>,Slightly increases Ability Power,,True,435,435,305,SpellDamage,True,True,True,False,,,,,20.0,,,,,,,,
1053,Vampiric Scepter,<mainText><stats><attention>15</attention> Attack Damage<br><attention>10%</attention> Life Steal</stats></mainText><br>,Basic attacks restore Health,1036,True,550,900,630,Damage_LifeSteal,True,True,True,False,2.0,,,,,,,,15.0,,0.1,,
1054,Doran's Shield,"<mainText><stats><attention>80</attention> Health</stats><br><li><passive>Focus:</passive> Attacks deal an additional <physicalDamage>5 physical damage</physicalDamage> to minions.<li><passive>Recovery:</passive> Restores <healing>6 Health</healing> every 5 seconds.<li><passive>Endure:</passive> Restores up to <healing>40 Health</healing> over 8 seconds after taking damage from a champion, large jungle monster, or epic jungle monster. Restoration increases when you are low Health.<br><br><rules><passive>Endure</passive> 66% effective when owned by Ranged champions or when taking damage from area of effect or periodic damage sources.</rules></mainText><br>",Good defensive starting item,,True,450,450,180,Health_HealthRegen_Lane,True,True,True,False,,,80.0,,,,,,,,,1.2,
1055,Doran's Blade,<mainText><stats><attention>8</attention> Attack Damage<br><attention>80</attention> Health</stats><br><li><passive>Warmonger:</passive> Gain <lifeSteal>2.5% Omnivamp</lifeSteal>.<br><br><rules>Omnivamp is only 33% effective when dealing area of effect damage or damage through pets.</rules></mainText><br>,Good starting item for attackers,,True,450,450,180,Health_Damage_SpellVamp_Lane,True,True,True,False,,,80.0,,,,,,8.0,,,,
1056,Doran's Ring,"<mainText><stats><attention>15</attention> Ability Power<br><attention>70</attention> Health</stats><br><li><passive>Focus:</passive> Attacks deal an additional <physicalDamage>5 physical damage</physicalDamage> to minions. <li><passive>Drain:</passive> Restore <scaleMana>0.75 Mana</scaleMana> every second. Damaging an enemy champion increases this amount to <scaleMana>1.25 Mana</scaleMana> every second for 10 seconds. If you can't gain Mana, restore 50% of the value as Health instead. </mainText><br>",Good starting item for casters,,True,400,400,160,Health_Lane_ManaRegen_SpellDamage,True,True,True,False,,,70.0,,15.0,,,,,,,,
1057,Negatron Cloak,<mainText><stats><attention>50</attention> Magic Resist</stats></mainText><br>,Moderately increases Magic Resist,1033,True,450,900,630,SpellBlock,True,True,True,False,2.0,,,,,,,50.0,,,,,
1058,Needlessly Large Rod,<mainText><stats><attention>60</attention> Ability Power</stats></mainText><br>,Greatly increases Ability Power,,True,1250,1250,875,SpellDamage,True,True,True,False,,,,,60.0,,,,,,,,
1082,Dark Seal,<mainText><stats><attention>15</attention> Ability Power<br><attention>40</attention> Health</stats><br><li><passive>Glory:</passive> Gain 2 stacks for a champion kill or 1 stack for an assist (up to 10 stacks total). Lose 5 stacks on death.<li><passive>Dread:</passive> Grants <scaleAP>4 Ability Power</scaleAP> per stack of <passive>Glory</passive>.<br><br><rules>Obtained <passive>Glory</passive> stacks are preserved between this item and <rarityLegendary>Mejai's Soulstealer</rarityLegendary>.</rules></mainText><br>,Provides Ability Power and Mana.  Increases in power as you kill enemies.,,True,350,350,140,Health_SpellDamage_Lane,True,False,False,False,,,40.0,,15.0,,,,,,,,
1083,Cull,<mainText><stats><attention>7</attention> Attack Damage</stats><br><li>Attacks restore <healing>3 Health</healing> per hit.<li><passive>Reap:</passive> Killing a lane minion grants <goldGain>1</goldGain> additional gold. Killing 100 lane minions grants an additional <goldGain>350</goldGain> bonus gold immediately and disables <passive>Reap</passive>.<br></mainText><br>,Provides damage and Life Steal on hit - Killing minions grant bonus Gold,,True,450,450,180,Damage_LifeSteal_Lane,True,False,False,False,,,,,,,,,7.0,,,,
2003,Health Potion,<mainText><stats></stats><active>Active - Consume:</active> Drink the potion to restore <healing>150 Health</healing> over 15 seconds.<br><br><rules>You may carry up to 5 Health Potions.</rules></mainText><br>,Consume to restore Health over time,,True,50,50,20,HealthRegen_Consumable_Lane_Jungle,True,True,True,False,,,,,,,,,,,,,
2010,Total Biscuit of Everlasting Will,<mainText><stats></stats><active>Active - Consume:</active> Eat the biscuit to restore <healing>10% missing Health</healing> and <scaleMana>Mana</scaleMana> over 5 seconds. Consuming or selling a biscuit permanently grants <scaleMana>50 maximum Mana</scaleMana>. </mainText><br>,,,False,50,50,5,,True,True,True,False,,,,,,,,,,,,,
2015,Kircheis Shard,<mainText><stats><attention>15%</attention> Attack Speed</stats><br><li><passive>Energized:</passive> Moving and Attacking will generate an Energized Attack.<li><passive>Jolt:</passive> Energized Attacks gain an additional <magicDamage>80 magic damage</magicDamage>.</mainText><br>,Attack speed and a chargable magic hit,1042,True,400,700,490,AttackSpeed,True,True,True,False,2.0,,,,,,,,,0.15,,,
2031,Refillable Potion,<mainText><stats></stats><active>Active - Consume:</active> Consumes a charge to restore <healing>125 Health</healing> over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.</mainText><br>,Restores Health over time. Refills at shop.,,True,150,150,60,HealthRegen_Consumable_Active_Lane_Jungle,True,True,True,False,,,,,,,,,,,,,
2033,Corrupting Potion,"<mainText><stats></stats><active>Active - Consume:</active> Consumes a charge to restore <healing>125 Health</healing> and <scaleMana>75 Mana</scaleMana> over 12 seconds. During this time, damaging Abilities and Attacks burn enemy champions for <magicDamage>15 (20 if you cannot gain Mana) magic damage</magicDamage> over 3 seconds. Holds up to 3 charges and refills upon visiting the shop.<br><br><rules>Corrupting damage is reduced to 50% when triggered by area of effect or periodic damage.</rules></mainText><br>",Restores Health and Mana over time and boosts combat power - Refills at Shop,2031,True,350,500,200,Active_Consumable_HealthRegen_Lane_ManaRegen,True,True,True,False,2.0,,,,,,,,,,,,
2051,Guardian's Horn,<mainText><stats><attention>150</attention> Health</stats><br><li><passive>Recovery:</passive> Restores <healing>20 Health</healing> every 5 seconds.<li><passive>Undaunted:</passive> Blocks 15 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).<li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>,Good starting item for tanks,,True,950,950,665,Health_HealthRegen_Lane,False,True,False,False,,,150.0,,,,,,,,,4.0,
2052,Poro-Snax,"<titleLeft>Poro-Snax</titleLeft>\n\n<mainText>This savory blend of free-range, grass-fed Avarosan game hens and organic, non-ZMO Freljordian herbs contains the essential nutrients necessary to keep your Poro purring with pleasure. All proceeds are donated towards fighting Noxian animal cruelty.</mainText><postScriptTitle><consumable>Click to Consume:</consumable> Serves a scrumptious scoop to a nearby Poro.</postScriptTitle>",,,False,0,0,0,,True,True,True,False,,,,,,,,,,,,,
2055,Control Ward,"<mainText><stats></stats><active>Active - Consume:</active> Places a powerful Control Ward that grants vision of the surrounding area. This device will also reveal <keywordStealth>Invisible</keywordStealth> traps, reveal <keywordStealth>Camouflaged</keywordStealth> enemies, and reveal (and disable) enemy Stealth Wards. <br><br><rules>You may carry up to 2 Control Wards. Control Wards do not disable other Control Wards.</rules></mainText><br>",Used to disable wards and invisible traps in an area.,,True,75,75,30,Consumable_Lane_Stealth_Vision,True,False,False,False,,,,,,,,,,,,,
2065,Shurelya's Battlesong,<mainText><stats><attention>40</attention> Ability Power<br><attention>200</attention> Health<br><attention>20</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><br><active>Active -</active> <active>Inspire:</active> Grants nearby allies <speed>30% Move Speed</speed> for 4 seconds (75s cooldown).<br><li><passive>Motivate:</passive> Empowering or Protecting another ally Champion grants both allies <speed>25% Move Speed</speed> for 1.5 seconds.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Ability Haste.<br><br><rules>An ally can only be affected by <keywordMajor>Motivate</keywordMajor> once every 4 seconds.</rules></mainText><br>,Activate to speed up nearby allies.,3067_4642,True,750,2500,1750,Health_SpellDamage_ManaRegen_Active_CooldownReduction_NonbootsMovement_AbilityHaste,True,True,True,False,3.0,,200.0,,40.0,,,,,,,,
2138,Elixir of Iron,"<mainText><stats></stats><active>Active - Consume:</active> Drink to gain <scaleHealth>300 Health</scaleHealth>, 25% Tenacity, and increased champion size for 3 minutes. While active, moving leaves a path behind that boosts allied champions' <speed>Move Speed by 15%</speed>.<br><br><rules>Drinking a different Elixir will replace the existing one's effects.</rules></mainText><br>",Temporarily increases defenses. Leaves a trail for allies to follow.,,True,500,500,200,Health_Consumable_NonbootsMovement_Tenacity,True,True,True,False,,,,,,,,,,,,,
2139,Elixir of Sorcery,"<mainText><stats></stats><active>Active - Consume:</active> Drink to gain <scaleAP>50 Ability Power</scaleAP> and <scaleMana>15% Mana Regen</scaleMana> for 3 minutes. While active, damaging a champion or turret deals <trueDamage>25 bonus true damage</trueDamage> (5s cooldown).<br><br><rules>Champion level <attention>9</attention> or greater required to purchase. Elixir of Sorcery's true damage effect has no cooldown when attacking turrets. Drinking a different Elixir will replace the existing one's effects.</rules></mainText><br>",Temporarily grants Ability Power and Bonus Damage to champions and turrets.,,True,500,500,200,Consumable_ManaRegen_SpellDamage,True,True,True,False,,,,,,,,,,,,,
2140,Elixir of Wrath,<mainText><stats></stats><active>Active - Consume:</active> Drink to gain <scaleAD>30 Attack Damage</scaleAD> and <lifeSteal>15% Physical Vamp</lifeSteal> (against champions) for 3 minutes.<br><br><rules>Drinking a different Elixir will replace the existing one's effects.</rules></mainText><br>,Temporarily grants Attack Damage and heals you when dealing physical damage to champions.,,True,500,500,200,Consumable_Damage_LifeSteal_SpellVamp,True,True,True,False,,,,,,,,,,,,,
2403,Minion Dematerializer,<mainText><stats></stats><active>Active - Consume:</active> Kill target lane minion (10s ).</mainText><br>,,,False,0,0,0,,True,True,True,False,,,,,,,,,,,,,
2419,Commencing Stopwatch,<mainText><stats></stats><li>Transforms into a <rarityGeneric>Stopwatch</rarityGeneric> after 14 minutes. Takedowns reduce this timer by 2 minutes. That <rarityGeneric>Stopwatch</rarityGeneric> contributes 250 gold to the items it builds into.<br><br><rules>Stopwatch normally contributes 650 gold</rules></mainText><br>,,,False,0,0,0,Active,True,True,True,False,,,,,,,,,,,,,
2420,Stopwatch,"<mainText><stats></stats><active>Active -</active> <active>Stasis:</active> Use one time only to become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time (transforms into a <rarityGeneric>Broken Stopwatch</rarityGeneric>).</mainText><br>",Activate to become invincible but unable to take actions,,True,650,650,260,Active,True,True,True,False,,,,,,,,,,,,,
2421,Broken Stopwatch,"<mainText><stats></stats><br><li><passive>Shattered Time:</passive> Stopwatch is broken, but can still be upgraded.<br><br><rules>After breaking one Stopwatch, the shopkeeper will only sell you <rarityGeneric>Broken Stopwatches.</rarityGeneric></rules></mainText><br>",Upgrades to stopwatch,,True,650,650,260,,True,True,True,False,,,,,,,,,,,,,
2422,Slightly Magical Footwear,<mainText><stats><attention>25</attention> Move Speed</stats><br><li>Grants an additional <speed>10 Move Speed</speed>. Boots that build from Slightly Magical Footwear retain this bonus Move Speed.</mainText><br>,,,False,300,300,210,Boots,True,True,True,False,,25.0,,,,,,,,,,,
2423,Perfectly Timed Stopwatch,"<mainText><stats></stats><active>Active -</active> <active>Stasis:</active> Use one time only to become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time (transforms into a <rarityGeneric>Broken Stopwatch</rarityGeneric>).</mainText><br>",Activate to become invincible but unable to take actions,,False,650,650,260,Active,True,True,True,False,,,,,,,,,,,,,
2424,Broken Stopwatch,"<mainText><stats></stats><br><li><passive>Shattered Time:</passive> Stopwatch is broken, but can still be upgraded.<br><br><rules>After breaking one Stopwatch, the shopkeeper will only sell you <rarityGeneric>Broken Stopwatches.</rarityGeneric></rules></mainText><br>",,,False,650,650,260,,True,True,True,False,,,,,,,,,,,,,
3001,Evenshroud,"<mainText><stats><attention>200</attention> Health<br><attention>20</attention> Ability Haste<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist</stats><br><li><passive>Coruscation:</passive> After <status>Immobilizing</status> champions or being <status>Immobilized</status>, cause that target and all nearby enemy Champions to take 9% increased damage for 4 seconds. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5 Armor and Magic Resist</attention></mainText><br>",Nearby enemies take more magic damage,3067_3105,True,300,2500,1750,Health_SpellBlock_Armor_AbilityHaste,True,True,True,False,3.0,,200.0,,,,30.0,30.0,,,,,
3003,Archangel's Staff,"<mainText><stats><attention>60</attention> Ability Power<br><attention>500</attention> Mana<br><attention>200</attention> Health</stats><br><li><passive>Awe:</passive> Gain Ability Haste equal to <scaleMana>0.5% bonus mana.</scaleMana><li><passive>Mana Charge:</passive> Strike a target with an Ability to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Seraph's Embrace</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",Increases Ability Power based on maximum Mana,3070_3067_1026,True,550,2600,1820,Health_SpellDamage_Mana_Active_AbilityHaste,True,True,True,False,3.0,,200.0,,60.0,500.0,,,,,,,
3004,Manamune,"<mainText><stats><attention>35</attention> Attack Damage<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleAD>Attack Damage equal to 2.5% max Mana</scaleAD>. <li><passive>Mana Charge:</passive> Strike a target with an Ability or Attack to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Muramana</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",Increases Attack Damage based on maximum Mana,3070_3133_1036,True,1050,2900,2030,Damage_Mana_CooldownReduction_OnHit_AbilityHaste,True,True,True,False,3.0,,,,,500.0,,,35.0,,,,
3006,Berserker's Greaves,<mainText><stats><attention>35%</attention> Attack Speed<br><attention>45</attention> Move Speed</stats></mainText><br>,Enhances Movement Speed and Attack Speed,1001_1042,True,500,1100,770,AttackSpeed_Boots,True,True,True,False,2.0,45.0,,,,,,,,0.35,,,
3009,Boots of Swiftness,<mainText><stats><attention>60</attention> Move Speed</stats><br><li>The strength of movement slowing effects is reduced by 25%.</mainText><br>,Enhances Movement Speed and reduces the effect of slows,1001,True,600,900,630,Boots,True,True,True,False,2.0,60.0,,,,,,,,,,,
3011,Chemtech Putrifier,"<mainText><stats><attention>55</attention> Ability Power<br><attention>20</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><li><passive>Puffcap Toxin:</passive> Dealing magic damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. Healing or shielding another ally will enhance both of you, causing the next damage to enemy champions to apply <status>60% Grievous Wounds</status>.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",,3916_4642,True,550,2300,1610,SpellDamage_ManaRegen_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,,,55.0,,,,,,,,
3020,Sorcerer's Shoes,<mainText><stats><attention>18</attention> Magic Penetration<br><attention>45</attention> Move Speed</stats></mainText><br>,Enhances Movement Speed and magic damage,1001,True,800,1100,770,Boots_MagicPenetration,True,True,True,False,2.0,45.0,,,,,,,,,,,
3024,Glacial Buckler,<mainText><stats><attention>20</attention> Armor<br><attention>250</attention> Mana<br><attention>10</attention> Ability Haste</stats></mainText><br>,Increases Armor and Cooldown Reduction,1027_1029,True,250,900,630,Armor_Mana_CooldownReduction_AbilityHaste,True,True,True,False,2.0,,,,,250.0,20.0,,,,,,
3026,Guardian Angel,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>40</attention> Armor</stats><br><li><passive>Saving Grace:</passive> Upon taking lethal damage, restores <healing>50% base Health</healing> and <scaleMana>30% max Mana</scaleMana> after 4 seconds of stasis (300s cooldown).</mainText><br>",Periodically revives champion upon death,1038_1031_2420,True,50,2800,1120,Armor_Damage,True,False,False,False,3.0,,,,,,40.0,,40.0,,,,
3031,Infinity Edge,"<mainText><stats><attention>70</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Perfection:</passive> If you have at least 60% Critical Strike Chance, gain35% Critical Strike Damage.</mainText><br>",Massively enhances critical strikes,1038_1037_1018,True,625,3400,2380,CriticalStrike_Damage,True,True,True,False,2.0,,,0.2,,,,,70.0,,,,
3033,Mortal Reminder,<mainText><stats><attention>25</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Sepsis:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds. Dealing 3 consecutive Attacks to an enemy champion enhances this effect to <status>60% Grievous Wounds</status> against them until the effect is allowed to elapse.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>,Overcomes enemies with high Health recovery and Armor,3123_3086,True,650,2500,1750,Damage_CriticalStrike_AttackSpeed_NonbootsMovement,True,True,True,False,3.0,,,0.2,,,,,25.0,0.25,,,0.07
3035,Last Whisper,<mainText><stats><attention>20</attention> Attack Damage<br><attention>20%</attention> Armor Penetration</stats></mainText><br>,Overcomes enemies with high Armor,1036_1036,True,750,1450,1015,ArmorPenetration_Damage,True,True,True,False,2.0,,,,,,,,20.0,,,,
3036,Lord Dominik's Regards,<mainText><stats><attention>30</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>35%</attention> Armor Penetration</stats><br><li><passive>Giant Slayer:</passive> Deal up to <physicalDamage>15% bonus physical damage</physicalDamage> against champions with greater max Health than you.<br><br><rules>Max damage increase reached when Health difference is greater than 2000.</rules></mainText><br>,Overcomes enemies with high health and armor,3035_1018,True,950,3000,2100,Damage_CriticalStrike_ArmorPenetration,True,True,True,False,3.0,,,0.2,,,,,30.0,,,,
3040,Seraph's Embrace,"<mainText><stats><attention>80</attention> Ability Power<br><attention>860</attention> Mana<br><attention>250</attention> Health</stats><br><li><passive>Awe:</passive> Gain Ability Haste equal to <scaleMana>1.3% bonus Mana</scaleMana>.<li><passive>Empyrean:</passive> Restore <scaleHealth>Health</scaleHealth> equal to 35% of <scaleMana>Mana</scaleMana> spent, up to 25-50 (+10% AP) per cast. Toggle abilities can heal up to the same value per second. </mainText><br>",,,False,2600,2600,1820,Health_SpellDamage_Mana_AbilityHaste,True,True,True,False,,,250.0,,80.0,860.0,,,,,,,
3041,Mejai's Soulstealer,<mainText><stats><attention>20</attention> Ability Power<br><attention>100</attention> Health</stats><br><li><passive>Glory:</passive> Gain 4 stacks for a champion kill or 2 stacks for an assist (up to 25 stacks total). Lose 10 stacks on death.<li><passive>Dread:</passive> Grants <scaleAP>5 Ability Power</scaleAP> per stack of <passive>Glory</passive>. Gain <speed>10% Move Speed</speed> if you have at least 10 stacks.<br><br><rules>Obtained <passive>Glory</passive> stacks are preserved between this item and <rarityGeneric>Dark Seal</rarityGeneric>.</rules></mainText><br>,Grants Ability Power for kills and assists,1082,True,1250,1600,1120,Health_SpellDamage_NonbootsMovement,True,False,False,False,2.0,,100.0,,20.0,,,,,,,,
3042,Muramana,<mainText><stats><attention>35</attention> Attack Damage<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleAD>Attack Damage equal to 2.5% max Mana</scaleAD>. <li><passive>Shock:</passive> Attacks against champions deal an additional <physicalDamage>1.5% Max Mana physical damage</physicalDamage> (<OnHit>On-Hit</OnHit>). Damaging Abilities against champions deal an additional <physicalDamage>(3.5% for Melee users | 2.7% for Ranged users) Max Mana + 6% Total AD physical damage</physicalDamage>.</mainText><br>,,,False,3000,3000,2100,Damage_Mana_CooldownReduction_OnHit_ArmorPenetration,True,True,True,False,,,,,,860.0,,,35.0,,,,
3044,Phage,"<mainText><stats><attention>15</attention> Attack Damage<br><attention>200</attention> Health</stats><br><li><passive>Sturdy:</passive> After you deal physical damage to a champion, restore <healing>2% max Health</healing> over 6 seconds.<br><br><rules>Restoration reduced to 50% for Ranged users.</rules></mainText><br>",Attacks and kills give a small burst of speed,1028_1036,True,350,1100,770,Health_HealthRegen_Damage,True,True,True,False,2.0,,200.0,,,,,,15.0,,,,
